,scan_type,scan_time,snr (dB),drift (Hz),drift_ppm(ppm),grad_perf(G/cm/ms),coil_type,error_temp (°C),sys_temp (°C),cyro_boiloff(liters/hour),rf_power (%),grad_temp (°C),grad_current (A),x_axis_pos (mm),y_axis_pos (mm),z_axis_pos (mm),preds
1345,Pelvis,448,41.97402526,0.016204212,16204.21249,48.70219782,Pelvis Coil,34.75473456,34.92393462,5.372254304,42.83031153,34.44977618,62,1.429777202,23.57739063,-60.67943026,No Error
1346,Abdomen,618,43.79919004,0.015279124,15279.12447,46.94513702,Abdomen Coil,34.86685884,35.14960557,6.278798745,46.04399517,36.10652644,53,76.2951923,-173.7111706,117.506241,No Error
1347,Angio,516,36.8447013,0.012089751,12089.75109,48.48241291,Angio Coil,34.07107989,34.54531617,3.794398565,53.52088359,35.89886721,62,134.5006424,-141.3432614,-43.88389828,No Error
1348,Pelvis,544,43.66752985,0.017194702,17194.70176,24.56876758,Pelvis Coil,34.29767607,34.32137478,5.349217557,54.86604555,34.68480065,50,199.3631124,76.57517428,-19.53301061,No Error
1349,Abdomen,461,43.59342146,0.076029284,15205.85688,36.18355075,Abdomen Coil,34.84480064,35.20305134,6.695896751,45.25480411,29.72059606,51,101.0901233,-182.3472966,99.58568897,102
1350,Angio,465,37.08657514,0.011895698,11895.69819,44.71159929,Angio Coil,35.01755545,35.01779628,4.66294628,54.21014321,37.93391069,43,154.2667946,-36.83525185,-56.8618785,No Error
1351,Wrist,226,43.29040601,0.012427896,12427.89612,28.01548521,Wrist Coil,34.96364363,34.69079963,5.49907963,51.15765018,32.77865616,28,-59.21260609,192.9248118,-38.40334963,No Error
1352,Head,247,37.50766435,0.0199698,19969.79994,21.80436046,Head Coil,34.25478147,34.31223511,5.536251307,43.39894571,36.28798668,59,195.8142074,111.5371354,-91.39139835,No Error
1353,Shoulder,293,42.50630823,0.005543051,5543.050792,24.50983201,Shoulder Coil,34.3984401,34.5170706,14.67387769,47.75915669,36.28696834,51,-135.9996418,151.307042,182.3380448,111
1354,Shoulder,583,38.44566362,0.009053263,9053.262721,26.81976565,Shoulder Coil,34.16261543,33.99548336,4.86638093,44.65227024,34.53093103,21,-162.1549038,121.5290817,-156.3196331,No Error
1355,Foot,272,42.56350429,0.010932818,10932.81843,25.27478331,Foot Coil,35.17932141,34.70434411,4.379581756,49.9198528,36.9967396,31,112.4263589,90.58563734,65.19425292,No Error
1356,Elbow,520,40.48386303,0.00826423,8264.229839,31.73380968,Elbow Coil,35.29850684,35.17961755,4.130710923,47.75150133,35.86231343,39,126.5288878,-56.08987917,-83.60696741,No Error
1357,Wrist,381,43.69781925,0.016462528,16462.52831,49.66535764,Wrist Coil,35.41719389,35.55667782,4.389946688,49.03463409,30.99457428,33,-198.0056024,91.44719738,-80.30677771,No Error
1358,Spine,605,36.82005591,0.005878631,5878.63149,21.4333337,Spine Coil,35.18940435,34.9405309,4.447901046,63.50720945,35.73383614,24,154.61279,-95.14621752,170.2615316,No Error
1359,Spine,341,42.99664529,0.010886769,10886.76855,28.30374047,Spine Coil,35.00776895,34.73233116,4.14929847,46.78066,34.21900375,32,136.9650809,133.7512029,-13.38473022,No Error
1360,Angio,271,41.93219332,0.019968241,19968.24057,21.51657076,Angio Coil,35.36075237,35.47419621,6.043398728,41.42558663,35.75984067,51,165.6522735,-139.0015331,-106.3007871,No Error
1361,Pelvis,243,43.33382208,0.010667549,10667.54896,49.69674832,Pelvis Coil,35.16530767,34.71220087,5.098221296,51.91121879,35.22272279,57,110.2323015,-156.801407,70.02812739,No Error
1362,Head,432,44.35651246,0.009169616,9169.615525,49.73837246,Head Coil,34.41033104,34.82947594,4.973618564,49.74906992,32.80394604,52,59.04160361,-25.48987864,-57.86397506,No Error
1363,Angio,507,44.66659641,0.006489849,6489.848624,41.6321562,Angio Coil,34.88727272,35.07337411,3.948369689,48.25595809,32.95432331,36,186.9700619,36.58418742,82.33738516,No Error
1364,Foot,363,35.16017654,0.019412478,19412.47798,41.20085579,Foot Coil,34.77093506,34.3107297,6.061943639,46.00415746,31.34458427,52,-44.40794254,94.9746854,133.8934722,No Error
1365,Foot,692,38.97793503,0.007643292,7643.291811,35.73647511,Foot Coil,34.12161885,33.75845098,6.99289271,41.71945478,34.55830325,60,-195.8317762,-160.1244921,-67.75428401,No Error
1366,Angio,294,43.48849997,0.016263538,16263.53794,24.07183964,Angio Coil,34.65286891,34.81111616,6.401351225,44.83213438,37.24929749,67,118.7791155,-144.6978309,-54.02591264,No Error
1367,Spine,450,41.18279431,0.014750763,14750.76271,38.76128081,Spine Coil,34.60493918,34.18794405,4.904046778,58.71672993,34.0438199,35,198.3988481,189.0155959,158.9794026,No Error
1368,Pelvis,545,43.72659086,0.007281956,7281.955986,41.34832781,Pelvis Coil,35.3092792,34.82489662,4.229020045,53.51233054,35.13253288,64,-138.7009244,190.6571096,-159.8880767,No Error
1369,Shoulder,222,40.83583587,0.016635218,16635.21829,21.04464345,Shoulder Coil,34.68594289,34.32024601,4.040570989,62.25987748,34.49370511,65,-166.4109092,129.31183,180.5470424,No Error
1370,Abdomen,287,41.66999914,0.006057542,6057.541581,39.06793893,Abdomen Coil,34.56941869,34.131128,5.893334818,45.756229,33.79252601,22,-180.7027747,9.108328349,-63.4685991,No Error
1371,Hand,621,35.66356827,0.016238585,16238.58459,23.39440156,Hand Coil,34.12779362,34.48650109,4.979353164,52.9955398,33.3412974,41,-101.7044866,119.1666855,-56.88407448,No Error
1372,Knee,662,42.10592237,0.008056115,8056.114781,27.0308704,Knee Coil,35.39960974,35.81956657,3.403022831,46.27763568,34.91059147,27,50.27124268,-82.02100222,77.76299889,No Error
1373,Chest,470,43.91685186,0.018356439,18356.43879,41.59598133,Chest Coil,34.88991383,34.9823709,5.301809181,53.60647997,33.0741477,36,-155.9779869,74.76031188,-99.30636666,No Error
1374,Abdomen,706,36.53046936,0.018853971,18853.97139,36.68353196,Abdomen Coil,35.05257643,34.86766795,5.821541566,50.8959604,32.90703514,63,-98.56273249,-32.56483809,-156.143642,No Error
1375,Elbow,649,43.98114679,0.013319839,13319.83879,29.33914095,Elbow Coil,34.60462712,35.00761064,5.220810777,56.08800506,36.07937509,23,36.91342513,-48.0015574,110.9075512,No Error
1376,Spine,407,40.55996771,0.01721657,17216.57002,49.67572185,Spine Coil,35.17413525,35.40572019,5.53944862,46.78638669,34.67947381,69,-149.0104203,-174.2734736,75.27962965,No Error
1377,Wrist,505,43.61742028,0.016227845,16227.84479,25.93137866,Wrist Coil,35.10208736,35.49811922,6.202695059,45.69012015,32.29568199,50,39.92267834,-173.7480915,-99.16429394,No Error
1378,Foot,508,43.29512726,0.013135732,13135.73207,35.73797928,Foot Coil,35.497178,35.95508068,4.664977361,52.27243831,33.907178,58,-185.9871377,113.0208739,-103.552041,No Error
1379,Chest,122,43.23244882,0.012564628,12564.62775,28.27806537,Chest Coil,34.04778769,33.70311085,4.47929279,42.58383612,33.80443005,42,-177.7221317,-110.2288974,-158.6886015,No Error
1380,Spine,456,36.51635214,0.011236025,11236.02501,23.06517243,Spine Coil,35.19430837,35.13812248,5.408240558,48.72865025,34.86362265,53,-121.3740237,141.0220319,-193.4946896,No Error
1381,Pelvis,680,39.90608281,0.005150894,5150.894389,29.96031598,Pelvis Coil,35.02750719,35.33662075,3.762907129,55.9274949,36.42471855,55,96.48472128,162.1162692,134.6577137,No Error
1382,Angio,264,37.33201642,0.010876452,10876.45189,27.39478638,Angio Coil,35.19947243,35.22624514,3.511083439,53.57974541,32.7146768,42,-185.9244779,18.35172974,34.25214838,No Error
1383,Head,601,43.40019534,0.014678545,14678.54507,33.81476241,Head Coil,35.41139687,35.20588822,6.235367774,50.97242283,33.16214321,65,9.896532682,154.5570452,-53.7900132,No Error
1384,Pelvis,618,37.97446822,0.019659087,19659.08728,25.70233959,Pelvis Coil,34.15392205,33.96522016,4.214853477,52.98379191,32.64534395,26,109.3717423,-54.60783655,36.47353923,No Error
1385,Abdomen,160,44.44582106,0.010394614,10394.61426,48.63612582,Abdomen Coil,35.1263016,35.2695879,5.402563179,51.5531881,37.92248751,33,120.6312034,-2.861063767,1.620455255,No Error
1386,Foot,537,38.59494389,0.019896852,19896.8522,32.87111465,Foot Coil,34.42960454,34.18057264,6.082996862,54.69752824,34.57219634,33,44.18694097,-18.01041851,-192.6445486,No Error
1387,Spine,511,44.82197898,0.01192106,11921.05984,28.78672623,Spine Coil,34.94630268,35.38562418,4.534491609,44.6660216,35.48248595,24,-36.80896774,40.78257826,24.26950579,No Error
1388,Chest,431,35.60217186,0.0157821,15782.09988,41.59956378,Chest Coil,35.14658226,35.59055212,3.962268099,48.63496184,31.51557584,69,-88.61626493,169.1508232,184.0290701,No Error
1389,Angio,337,39.31262111,0.013596787,13596.78691,40.18123559,Angio Coil,34.15392892,34.128629,4.916285188,54.93249727,38.51836105,64,-157.8728461,-64.90064467,-86.35102728,No Error
1390,Chest,496,40.90698884,0.019664938,19664.93842,48.90682619,Chest Coil,35.26959939,34.93797882,4.122523972,42.35388867,35.61164401,70,25.28126657,-121.1493498,-122.8647042,No Error
1391,Elbow,303,43.53095593,0.007141139,7141.138648,31.60520021,Elbow Coil,35.08820174,35.45564159,4.739633387,54.51673955,35.38503832,49,164.0002916,139.9270671,198.3407657,No Error
1392,Hand,230,42.11887435,0.011029777,11029.77719,31.0502837,Hand Coil,34.86865815,35.20495366,4.913947455,45.91642499,36.86337252,23,35.62130407,36.29292164,-186.4217232,No Error
1393,Angio,493,44.20766525,0.019486534,19486.5336,30.53056408,Angio Coil,35.08281895,34.74371243,7.241546159,44.60493999,35.74427729,49,45.82383502,108.7488635,-127.2056315,No Error
1394,Pelvis,200,37.08373509,0.007500455,7500.455207,30.35968416,Pelvis Coil,34.66182055,34.88074905,4.24851032,47.94663251,37.25552662,44,132.1659755,-102.7838783,-107.2384891,No Error
1395,Angio,143,37.1071923,0.017835322,17835.32213,21.0000776,Angio Coil,34.69094411,34.39214974,4.533978346,54.70526343,32.25132811,60,189.4549222,178.126883,138.0636196,No Error
1396,Foot,357,43.65766207,0.008457629,8457.628995,25.04630151,Foot Coil,34.41751994,34.79235,5.463002804,50.23091899,33.65692047,26,62.23071507,-61.24942011,49.61830148,No Error
1397,Knee,244,41.42726304,0.01106118,11061.18045,34.6986479,Knee Coil,35.41783147,35.30872379,3.13494872,53.84241309,35.85707239,47,142.1743804,-49.44859725,-114.966197,No Error
1398,Shoulder,265,43.82187216,0.016073638,16073.63785,38.89078065,Shoulder Coil,34.99502996,34.94596158,5.373147163,56.97126489,37.77885466,21,186.0482944,-55.35966907,54.80973139,No Error
1399,Wrist,155,43.6418118,0.006198449,6198.449061,48.9517475,Wrist Coil,34.19651488,34.14064591,4.527210151,48.49059836,35.31383625,53,188.1224406,52.94313572,-26.34076015,No Error
1400,Knee,443,36.22279165,0.008611137,8611.137318,23.6515944,Knee Coil,35.26984624,35.20451464,6.155642731,57.77142069,37.33739599,62,196.5180392,-84.18821103,-110.3497027,No Error
1401,Pelvis,390,37.96539978,0.014320452,14320.45227,33.84415309,Pelvis Coil,34.15442085,34.4381046,4.576345607,53.72072829,38.30072388,50,170.7025926,-190.5923636,126.378115,No Error
1402,Angio,160,43.78631403,0.014057219,14057.21923,42.64710053,Angio Coil,34.33172338,34.17335902,4.575333792,53.96560887,33.96529662,43,-51.62460642,-134.2592058,101.3352014,No Error
1403,Spine,446,43.16596662,0.017942294,17942.29362,35.45556564,Spine Coil,34.16233029,33.9247399,4.034034922,44.79383518,35.48933385,49,-139.2009996,-180.9131738,-94.49563425,No Error
1404,Hand,620,42.92318525,0.005068691,5068.690707,22.94920148,Hand Coil,34.48978163,34.33451284,4.493999236,52.14087267,32.09483503,65,58.53171837,-117.7125039,77.43142544,No Error
1405,Head,302,37.33324472,0.014134784,14134.78383,21.62541467,Head Coil,34.59439602,34.52452095,4.387091894,40.54903034,34.63341468,29,12.5733302,-86.4725341,-102.4756627,No Error
1406,Shoulder,515,38.47670634,0.010460594,10460.59434,41.77802539,Shoulder Coil,35.37228266,35.3096421,3.633770085,48.34436172,38.42857243,32,-70.40408423,-74.06200338,-177.7348163,No Error
1407,Shoulder,220,35.02489961,0.013068097,13068.09688,21.77809046,Shoulder Coil,35.04397973,34.64302196,4.107716739,49.90702951,34.76153424,21,129.6154262,11.90906561,120.4270941,No Error
1408,Spine,153,41.41910792,0.018940318,18940.3183,30.07208829,Spine Coil,34.43565265,34.66318224,4.571357614,48.17682454,33.48871029,46,-75.77757825,67.48031787,-73.45338672,No Error
1409,Spine,271,41.05661156,0.012386012,12386.0121,44.164002,Spine Coil,34.65868556,34.57200517,4.21731941,55.51033095,37.43874457,32,162.4935166,129.6013531,-71.85026422,No Error
1410,Head,389,38.37346862,0.016778431,16778.43129,34.33824827,Head Coil,35.24368438,35.57848544,3.71682776,51.13480414,34.47990331,60,-31.44360549,-162.3653463,138.1972588,No Error
1411,Abdomen,696,37.65165275,0.006315925,6315.924714,44.54858753,Abdomen Coil,34.21703285,34.15431776,15.41431319,50.58152739,36.94614102,53,72.35638798,-78.05814007,-123.1186789,111
1412,Foot,311,41.63517539,0.012455998,12455.99849,43.38213503,Foot Coil,34.21400982,33.99698598,6.660373417,29.39647559,36.89235429,36,8.970259469,18.88759648,51.56593349,No Error
1413,Shoulder,427,41.2583598,0.0083139,8313.900091,42.90963805,Shoulder Coil,35.36566083,35.71418756,4.927804781,53.97771556,36.15836969,37,-37.6877086,-178.1099329,-66.50195931,No Error
1414,Foot,565,35.10096859,0.005257176,5257.175691,21.92227817,Foot Coil,34.3941339,34.2602937,5.052129922,41.16840523,37.51837916,41,46.00607871,-3.07255318,-191.9170364,No Error
1415,Chest,180,39.71352746,0.016012603,16012.60279,36.92206838,Chest Coil,35.2876489,34.90972204,5.29048175,51.01933665,35.8905239,29,59.73937724,-28.19323065,159.3171271,No Error
1416,Hand,513,38.45154586,0.010930094,10930.09392,28.25775899,Hand Coil,34.51083971,34.92122486,6.135020314,50.91642457,33.67834637,34,-158.2341359,152.2413518,88.62814499,No Error
1417,Abdomen,316,37.03735398,0.009007818,9007.817916,31.23513891,Abdomen Coil,34.19028489,34.53694668,3.995916711,49.10591069,35.25687845,20,7.537398566,122.1601302,164.50617,No Error
1418,Head,381,35.23584009,0.006507307,6507.307184,28.41999845,Head Coil,34.99461062,34.66955401,4.47653871,41.50693407,33.16924093,66,52.60587116,-112.3131513,172.9313724,No Error
1419,Hand,524,44.64370306,0.018501148,18501.14807,30.27355327,Hand Coil,34.66935577,34.696088,4.734655305,56.40173638,31.55176969,55,-118.8759815,-45.80161298,124.4706058,No Error
1420,Hand,632,43.59901949,0.011207105,11207.10541,42.59152641,Hand Coil,35.30538505,35.206093,5.00732331,50.54732589,33.81685732,44,4.490445953,-141.354983,-38.89905913,No Error
1421,Head,234,39.96104083,0.015904924,15904.92388,40.02467749,Head Coil,34.75832144,35.14389702,6.064520902,47.75682602,33.64793557,68,-186.3727405,165.1122926,-163.371333,No Error
1422,Wrist,646,39.5945904,0.015100466,15100.46615,38.95994101,Wrist Coil,34.00939525,33.89709129,3.603026004,51.91814466,33.95844596,69,-173.2989932,21.3650153,98.36442659,No Error
1423,Chest,167,41.01008505,0.01575987,15759.87038,36.57155301,Chest Coil,34.95888157,34.63508709,5.675016615,55.39890721,34.18745211,44,45.60673202,-4.126439459,159.981756,No Error
1424,Spine,130,36.71050904,0.014151513,14151.51292,43.3223533,Spine Coil,34.27078899,34.42377858,4.413256113,48.69566325,33.98849004,66,-77.05857826,-76.07771795,184.0083276,No Error
1425,Abdomen,250,43.13698015,0.012595863,12595.86272,21.67761381,Abdomen Coil,34.39010599,34.88021053,6.01560207,48.83065846,34.86390716,52,-0.908411004,180.0591307,-74.79090983,No Error
1426,Knee,127,43.42171066,0.013764808,13764.80778,37.50944656,Knee Coil,35.03583745,35.50708651,4.685351415,52.2195704,39.42530074,39,117.9128266,-49.46706291,-91.68913133,No Error
1427,Elbow,589,35.24913928,0.018605408,18605.40756,21.37784842,Elbow Coil,34.74259031,35.13780172,5.739199833,46.55290645,33.41746797,45,-135.6423193,117.7845894,-111.4806307,No Error
1428,Foot,443,43.02808162,0.014848516,14848.51595,42.52801752,Foot Coil,34.80975121,35.10570056,5.933045911,43.02464855,36.87179181,35,19.08043129,-28.53595413,-70.25467352,No Error
1429,Chest,446,43.87971569,0.013161114,13161.11433,44.73986262,Chest Coil,34.9020284,34.79120409,4.072930029,48.0720149,33.78095453,35,-32.45371712,-14.49622151,-197.0838503,No Error
1430,Elbow,582,35.16387219,0.009948542,9948.541692,24.05000135,Elbow Coil,35.19139272,35.46618685,4.669024343,52.21601413,35.4343423,31,-33.03296745,-151.5831785,-108.6850505,No Error
1431,Knee,703,41.50140155,0.014354445,14354.44548,40.86447718,Knee Coil,35.4109997,35.40558842,6.012299718,55.00579192,33.27887516,53,79.87640259,-120.2873231,84.19699419,No Error
1432,Foot,547,41.9554643,0.007315382,7315.381573,34.82638551,Foot Coil,35.06078532,34.8793287,6.587516013,57.6148752,34.46535819,49,129.3968944,-43.67277036,50.1780581,No Error
1433,Shoulder,615,38.58942535,0.007251135,7251.135006,23.65642195,Shoulder Coil,34.81535712,34.46977376,5.393809397,61.2381778,32.9559374,35,-48.46088322,41.64451439,-137.6167149,No Error
1434,Spine,718,40.73743392,0.011001999,11001.99874,27.65098137,Spine Coil,35.49744363,35.65172239,5.248730874,51.2755351,31.09418189,29,87.66656275,49.33279532,-78.62512639,No Error
1435,Knee,559,41.60934678,0.016894688,16894.68792,32.86742677,Knee Coil,34.64330154,34.90407147,2.840969953,52.05145239,33.93694361,68,-136.6122623,-176.1083204,31.70182902,No Error
1436,Angio,233,40.44726461,0.005611492,5611.492483,24.58801952,Angio Coil,34.83964585,34.70198759,3.122970951,53.63805282,30.48213149,32,-58.13538023,-129.0995452,189.2040672,No Error
1437,Chest,660,44.67825713,0.018672714,18672.71402,48.83267919,Chest Coil,34.64760307,34.21612715,4.975471696,43.55336763,35.93867527,36,-0.999841095,-183.8861044,11.29898715,No Error
1438,Wrist,278,37.59601385,0.009418767,9418.766752,48.57063701,Wrist Coil,34.96203227,35.30543316,6.678253973,43.09077815,33.0192186,43,-12.59921087,149.8702772,51.93444673,No Error
1439,Pelvis,151,38.53852805,0.012268936,12268.93581,37.18853878,Pelvis Coil,34.73526529,34.71160186,4.182949278,47.86883755,33.71348341,67,-70.29418814,12.12752702,187.6321791,No Error
1440,Spine,205,44.19124444,0.010847151,10847.15125,42.82384628,Spine Coil,35.12231294,35.44900905,5.260613993,48.13042533,36.55153233,57,135.4166374,-165.1273588,161.2464007,No Error
1441,Knee,660,36.84062672,0.006980911,6980.91147,44.00028601,Knee Coil,34.86665092,35.26027224,5.3674693,43.18451865,30.05997827,38,-166.321514,-191.9542589,94.58882489,No Error
1442,Angio,571,35.92629784,0.014392637,14392.63713,49.55749235,Angio Coil,34.1520598,33.7777588,5.369252379,36.56721908,34.39292311,34,93.25654233,100.6187226,65.43357936,No Error
1443,Shoulder,319,40.57056882,0.012530614,12530.61435,44.04265816,Shoulder Coil,35.26111432,35.65317521,4.814102065,50.55702296,34.23184449,58,119.5694452,156.0704678,92.75914416,No Error
1444,Shoulder,281,41.54023585,0.01161471,11614.71037,23.89833615,Shoulder Coil,34.07708237,33.72578546,7.35816132,60.39378002,33.33587059,27,155.7913756,-71.09365849,-98.24337544,No Error
1445,Wrist,699,41.74249925,0.010378122,10378.12182,24.58595852,Wrist Coil,35.1853501,35.04622458,4.567199922,47.92619405,35.11111965,61,11.02019228,168.4621663,-161.4480037,No Error
1446,Elbow,484,38.39465592,0.008425171,8425.170986,33.10222103,Elbow Coil,35.21623462,35.03047951,5.658844609,53.82873046,33.38112918,52,75.65346696,95.00489608,-145.5116319,No Error
1447,Abdomen,715,39.39450429,0.014161358,14161.35802,25.43565679,Abdomen Coil,35.09083655,34.99055061,5.037723097,55.64745317,34.35622702,51,-199.3571339,-143.038481,99.67630453,No Error
1448,Wrist,180,38.13731554,0.019914663,19914.66257,27.78786484,Wrist Coil,34.84318449,34.60267607,6.734422316,58.41223333,37.20546517,66,-32.23650683,-68.00691438,-179.2611064,No Error
